"","ID","key_press","trial_type","trial_index","control_level","correct","confidence_level","test_part","staircase","reverse","staircaseA","staircaseB","average_thre"
"1",87,65,"dot-motion",23,0.025,1,4,"stimulus",0,NA,0,0,0
"2",87,66,"dot-motion",25,0.02,1,4,"stimulus",0,NA,0,0,0
"3",87,65,"dot-motion",27,0.025,1,4,"stimulus",1,NA,0,0,0
"4",37,65,"dot-motion",23,0.025,1,4,"stimulus",0,NA,0,0,0
"5",87,66,"dot-motion",29,0.02,1,4,"stimulus",1,NA,0,0,0
"6",37,65,"dot-motion",25,0.02,1,4,"stimulus",0,NA,0,0,0
"7",87,66,"dot-motion",31,0.015,1,4,"stimulus",0,NA,0,0,0
"8",38,66,"dot-motion",23,0.025,1,4,"stimulus",0,NA,0,0,0
"9",30,65,"dot-motion",23,0.025,1,4,"stimulus",1,NA,0,0,0
"10",37,65,"dot-motion",27,0.015,1,3,"stimulus",0,NA,0,0,0
"11",87,66,"dot-motion",33,0.015,1,4,"stimulus",1,NA,0,0,0
"12",30,66,"dot-motion",25,0.025,1,4,"stimulus",0,NA,0,0,0
"13",38,66,"dot-motion",25,0.02,1,3,"stimulus",0,NA,0,0,0
"14",2,65,"dot-motion",23,0.025,1,4,"stimulus",1,NA,0,0,0
"15",37,65,"dot-motion",29,0.025,1,4,"stimulus",1,NA,0,0,0
"16",87,66,"dot-motion",35,0.01,1,4,"stimulus",1,NA,0,0,0
"17",30,65,"dot-motion",27,0.02,1,4,"stimulus",0,NA,0,0,0
"18",38,66,"dot-motion",27,0.015,1,1,"stimulus",0,NA,0,0,0
"19",37,65,"dot-motion",31,0.02,1,3,"stimulus",1,NA,0,0,0
"20",2,65,"dot-motion",25,0.02,1,2,"stimulus",1,NA,0,0,0
"21",87,65,"dot-motion",37,0.005,1,4,"stimulus",1,NA,0,0,0
"22",30,66,"dot-motion",29,0.25,1,4,"catch trial",0,NA,0,0,0
"23",38,66,"dot-motion",29,0.025,1,2,"stimulus",1,NA,0,0,0
"24",2,66,"dot-motion",27,0.015,1,2,"stimulus",1,NA,0,0,0
"25",37,65,"dot-motion",33,0.015,1,2,"stimulus",1,NA,0,0,0
"26",87,65,"dot-motion",39,0.01,1,4,"stimulus",0,NA,0,0,0
"27",30,66,"dot-motion",31,0.015,1,4,"stimulus",0,NA,0,0,0
"28",38,65,"dot-motion",31,0.02,1,3,"stimulus",1,NA,0,0,0
"29",2,66,"dot-motion",29,0.025,1,3,"stimulus",0,NA,0,0,0
"30",87,66,"dot-motion",41,0.005,1,4,"stimulus",0,NA,0,0,0
"31",37,65,"dot-motion",35,0.01,1,3,"stimulus",0,NA,0,0,0
"32",38,66,"dot-motion",33,0.015,1,4,"stimulus",1,NA,0,0,0
"33",30,65,"dot-motion",33,0.01,1,4,"stimulus",0,NA,0,0,0
"34",2,65,"dot-motion",31,0.01,1,2,"stimulus",1,NA,0,0,0
"35",38,65,"dot-motion",35,0.01,1,3,"stimulus",0,NA,0,0,0
"36",37,66,"dot-motion",37,0.01,1,3,"stimulus",1,NA,0,0,0
"37",87,65,"dot-motion",43,0,1,1,"stimulus",0,NA,0,0,0
"38",30,66,"dot-motion",35,0.005,1,3,"stimulus",0,NA,0,0,0
"39",2,65,"dot-motion",33,0.02,NA,1,"stimulus",0,1,0,0,0
"40",38,65,"dot-motion",37,0.005,1,3,"stimulus",0,NA,0,0,0
"41",37,65,"dot-motion",39,0.005,1,1,"stimulus",1,NA,0,0,0
"42",87,66,"dot-motion",45,0,NA,1,"stimulus",0,1,0,0,0
"43",30,65,"dot-motion",37,0.02,1,4,"stimulus",1,NA,0,0,0
"44",38,65,"dot-motion",39,0.01,1,4,"stimulus",1,NA,0,0,0
"45",2,65,"dot-motion",35,0.005,NA,1,"stimulus",1,1,0,0,0
"46",87,65,"dot-motion",47,0.0150015,1,4,"stimulus",0,1,0,0,0
"47",37,66,"dot-motion",41,0.005,NA,1,"stimulus",0,1,0,0,0
"48",30,65,"dot-motion",39,0.015,1,4,"stimulus",1,NA,0,0,0
"49",38,65,"dot-motion",41,0,NA,1,"stimulus",0,1,0,0,0
"50",2,65,"dot-motion",37,0.0350015,1,4,"stimulus",0,1,0,0,0
"51",30,65,"dot-motion",41,0.01,NA,2,"stimulus",1,1,0,0,0
"52",37,65,"dot-motion",43,0.0200015,1,4,"stimulus",0,1,0,0,0
"53",87,66,"dot-motion",49,0,1,1,"stimulus",1,NA,0,0,0
"54",38,65,"dot-motion",43,0.0150015,1,4,"stimulus",0,1,0,0,0
"55",2,65,"dot-motion",39,0.0200015,1,3,"stimulus",1,1,0,0,0
"56",30,65,"dot-motion",43,0,1,4,"stimulus",0,NA,0,0,0
"57",37,65,"dot-motion",45,0.0175015,1,4,"stimulus",0,NA,0,0,0
"58",87,66,"dot-motion",51,0,NA,1,"stimulus",1,1,0,0,0
"59",38,66,"dot-motion",45,0.005,1,3,"stimulus",1,NA,0,0,0
"60",2,65,"dot-motion",41,0.0175015,1,2,"stimulus",1,NA,0,0,0
"61",30,66,"dot-motion",45,0.0250015,1,4,"stimulus",1,1,0,0,0
"62",37,66,"dot-motion",47,0.0150015,1,3,"stimulus",0,NA,0,0,0
"63",38,66,"dot-motion",47,0.0125015,1,4,"stimulus",0,NA,0,0,0
"64",2,66,"dot-motion",43,0.25,1,4,"catch trial",0,NA,0,0,0
"65",87,65,"dot-motion",53,0.0150015,1,3,"stimulus",1,1,0,0,0
"66",30,65,"dot-motion",47,0,1,2,"stimulus",0,NA,0,0,0
"67",37,65,"dot-motion",49,0.0125015,1,3,"stimulus",0,NA,0,0,0
"68",38,65,"dot-motion",49,0,1,1,"stimulus",1,NA,0,0,0
"69",2,66,"dot-motion",45,0.0150015,1,2,"stimulus",1,NA,0,0,0
"70",30,65,"dot-motion",49,0.0225015,1,4,"stimulus",1,NA,0,0,0
"71",37,65,"dot-motion",51,0.0100015,1,4,"stimulus",0,NA,0,0,0
"72",87,65,"dot-motion",55,0.0125015,1,4,"stimulus",1,NA,0,0,0
"73",38,66,"dot-motion",51,0,NA,2,"stimulus",1,1,0,0,0
"74",2,66,"dot-motion",47,0.0125015,1,2,"stimulus",1,NA,0,0,0
"75",30,66,"dot-motion",51,0.0200015,1,4,"stimulus",1,NA,0,0,0
"76",37,65,"dot-motion",53,0.0075015,1,2,"stimulus",0,NA,0,0,0
"77",87,65,"dot-motion",57,0.0100015,1,4,"stimulus",1,NA,0,0,0
"78",38,66,"dot-motion",53,0.0150015,1,4,"stimulus",1,1,0,0,0
"79",2,65,"dot-motion",49,0.0325015,1,4,"stimulus",0,NA,0,0,0
"80",30,66,"dot-motion",53,0.0175015,1,4,"stimulus",1,NA,0,0,0
"81",37,65,"dot-motion",55,0.0050015,1,1,"stimulus",0,NA,0,0,0
"82",87,66,"dot-motion",59,0.0125015,1,4,"stimulus",0,NA,0,0,0
"83",38,66,"dot-motion",55,0.0100015,1,4,"stimulus",0,NA,0,0,0
"84",30,65,"dot-motion",55,0,1,2,"stimulus",0,NA,0,0,0
"85",2,65,"dot-motion",51,0.0100015,1,2,"stimulus",1,NA,0,0,0
"86",37,66,"dot-motion",57,0,NA,1,"stimulus",1,1,0,0,0
"87",87,65,"dot-motion",61,0.25,1,4,"catch trial",0,NA,0,0,0
"88",38,66,"dot-motion",57,0.25,1,4,"catch trial",0,NA,0,0,0
"89",30,65,"dot-motion",57,0,1,2,"stimulus",0,NA,0,0,0
"90",2,66,"dot-motion",53,0.0075015,NA,1,"stimulus",1,1,0,0,0
"91",37,66,"dot-motion",59,0.0150015,1,4,"stimulus",1,1,0,0,0
"92",87,66,"dot-motion",63,0.0100015,1,4,"stimulus",0,NA,0,0,0
"93",30,65,"dot-motion",59,0.0150015,1,4,"stimulus",1,NA,0,0,0
"94",2,66,"dot-motion",55,0.0300015,1,3,"stimulus",0,NA,0,0,0
"95",37,65,"dot-motion",61,0.0025015,NA,1,"stimulus",0,1,0,0,0
"96",87,65,"dot-motion",65,0.0075015,1,4,"stimulus",0,NA,0,0,0
"97",30,65,"dot-motion",61,0.0125015,1,4,"stimulus",1,NA,0,0,0
"98",2,66,"dot-motion",57,0.0150023,NA,2,"stimulus",1,NA,0,0,0
"99",37,66,"dot-motion",63,0.0100022,1,4,"stimulus",0,1,0,0,0
"100",38,66,"dot-motion",59,0.0075015,1,3,"stimulus",0,NA,0,0,0
"101",87,65,"dot-motion",67,0.0075015,1,4,"stimulus",1,NA,0,0,0
"102",30,66,"dot-motion",63,0,NA,2,"stimulus",0,1,0,0,0
"103",2,66,"dot-motion",59,0.022503,1,3,"stimulus",1,1,0,0,0
"104",37,66,"dot-motion",65,0.0125015,1,4,"stimulus",1,NA,0,0,0
"105",11,65,"dot-motion",23,0.025,1,3,"stimulus",0,NA,0,0,0
"106",87,66,"dot-motion",69,0.0050015,1,4,"stimulus",0,NA,0,0,0
"107",38,65,"dot-motion",61,0.0050015,NA,1,"stimulus",0,1,0,0,0
"108",30,65,"dot-motion",65,0.25,1,4,"catch trial",0,NA,0,0,0
"109",2,66,"dot-motion",61,0.020003,1,2,"stimulus",1,NA,0,0,0
"110",37,65,"dot-motion",67,0.0100015,1,4,"stimulus",1,NA,0,0,0
"111",11,66,"dot-motion",25,0.025,1,3,"stimulus",1,NA,0,0,0
"112",87,65,"dot-motion",71,0.0050015,1,4,"stimulus",1,NA,0,0,0
"113",38,65,"dot-motion",63,0.0125023,1,4,"stimulus",0,1,0,0,0
"114",30,65,"dot-motion",67,0.0100015,1,4,"stimulus",1,NA,0,0,0
"115",2,65,"dot-motion",63,0.0275015,1,4,"stimulus",0,NA,0,0,0
"116",37,66,"dot-motion",69,0.00750225,1,4,"stimulus",0,NA,0,0,0
"117",87,66,"dot-motion",73,0.25,1,4,"catch trial",0,NA,0,0,0
"118",30,66,"dot-motion",69,0.0075015,1,2,"stimulus",1,NA,0,0,0
"119",11,66,"dot-motion",27,0.25,1,3,"catch trial",0,NA,0,0,0
"120",38,65,"dot-motion",65,0.25,1,4,"catch trial",0,NA,0,0,0
"121",2,65,"dot-motion",65,0.017503,1,3,"stimulus",1,NA,0,0,0
"122",37,65,"dot-motion",71,0.00500225,1,4,"stimulus",0,NA,0,0,0
"123",87,65,"dot-motion",75,0.0025015,1,2,"stimulus",0,NA,0,0,0
"124",30,65,"dot-motion",71,0.0150015,1,4,"stimulus",0,1,0,0,0
"125",38,66,"dot-motion",67,0.0100022,1,3,"stimulus",0,NA,0,0,0
"126",11,65,"dot-motion",29,0.25,1,3,"catch trial",0,NA,0,0,0
"127",2,65,"dot-motion",67,0.0250015,1,4,"stimulus",0,NA,0,0,0
"128",37,66,"dot-motion",73,0.00250225,NA,1,"stimulus",0,1,0,0,0
"129",30,65,"dot-motion",73,0.0050015,1,2,"stimulus",1,NA,0,0,0
"130",87,66,"dot-motion",77,1.50015e-06,NA,1,"stimulus",0,1,0,0,0
"131",38,66,"dot-motion",69,0.0125015,1,4,"stimulus",1,NA,0,0,0
"132",11,65,"dot-motion",31,0.02,1,4,"stimulus",1,NA,0,0,0
"133",2,66,"dot-motion",69,0.0225015,1,4,"stimulus",0,NA,0,0,0
"134",37,65,"dot-motion",75,0.0075015,1,3,"stimulus",1,NA,0,0,0
"135",30,65,"dot-motion",75,0.0025015,1,3,"stimulus",1,NA,0,0,0
"136",53,65,"dot-motion",24,0.025,1,3,"stimulus",0,NA,0,0,0
"137",38,65,"dot-motion",71,0.0100015,1,4,"stimulus",1,NA,0,0,0
"138",87,65,"dot-motion",79,0.00750225,1,4,"stimulus",0,1,0,0,0
"139",11,65,"dot-motion",33,0.02,1,3,"stimulus",0,NA,0,0,0
"140",2,65,"dot-motion",71,0.0200015,1,3,"stimulus",0,NA,0,0,0
"141",30,65,"dot-motion",77,0.0125015,1,4,"stimulus",0,NA,0,0,0
"142",37,66,"dot-motion",77,0.0050015,NA,1,"stimulus",1,1,0,0,0
"143",53,66,"dot-motion",26,0.025,NA,1,"stimulus",1,NA,0,0,0
"144",87,65,"dot-motion",81,0.0025015,1,1,"stimulus",1,NA,0,0,0
"145",2,65,"dot-motion",73,0.25,1,4,"catch trial",0,NA,0,0,0
"146",11,65,"dot-motion",35,0.015,NA,2,"stimulus",0,1,0,0,0
"147",38,65,"dot-motion",73,0.00750225,1,4,"stimulus",0,NA,0,0,0
"148",30,65,"dot-motion",79,1.50015e-06,1,4,"stimulus",1,NA,0,0,0
"149",37,66,"dot-motion",79,0.010003,1,3,"stimulus",0,1,0,0,0
"150",53,65,"dot-motion",28,0.0400015,1,1,"stimulus",1,1,0,0,0
"151",87,66,"dot-motion",83,0.25,1,4,"catch trial",0,NA,0,0,0
"152",25,65,"dot-motion",23,0.025,1,1,"stimulus",0,NA,0,0,0
"153",2,66,"dot-motion",75,0.015003,1,4,"stimulus",1,NA,0,0,0
"154",38,65,"dot-motion",75,0.0075015,1,4,"stimulus",1,NA,0,0,0
"155",37,66,"dot-motion",81,0.0125023,1,4,"stimulus",1,1,0,0,0
"156",30,66,"dot-motion",81,0,NA,2,"stimulus",1,1,0,0,0
"157",11,66,"dot-motion",37,0.25,1,3,"catch trial",0,NA,0,0,0
"158",91,66,"dot-motion",24,0.025,1,4,"stimulus",1,NA,0,0,0
"159",53,65,"dot-motion",30,0.0350015,1,2,"stimulus",1,NA,0,0,0
"160",87,65,"dot-motion",85,0.00500225,1,4,"stimulus",0,NA,0,0,0
"161",2,66,"dot-motion",77,0.0175015,1,3,"stimulus",0,NA,0,0,0
"162",25,66,"dot-motion",25,0.25,1,2,"catch trial",0,NA,0,0,0
"163",30,65,"dot-motion",83,0.0100015,NA,4,"stimulus",0,1,0,0,0
"164",37,66,"dot-motion",83,0.0100022,1,4,"stimulus",1,NA,0,0,0
"165",38,65,"dot-motion",77,0.00500225,1,2,"stimulus",0,NA,0,0,0
"166",91,66,"dot-motion",26,0.025,1,4,"stimulus",0,NA,0,0,0
"167",11,65,"dot-motion",39,0.015,1,2,"stimulus",1,NA,0,0,0
"168",53,65,"dot-motion",32,0.0300015,1,2,"stimulus",1,NA,0,0,0
"169",87,65,"dot-motion",87,0.00250225,1,1,"stimulus",0,NA,0,0,0
"170",2,66,"dot-motion",79,0.012503,1,3,"stimulus",1,NA,0,0,0
"171",30,65,"dot-motion",85,0.25,1,4,"catch trial",0,NA,0,0,0
"172",37,65,"dot-motion",85,0.009003,1,4,"stimulus",0,NA,0,0,0
"173",25,65,"dot-motion",27,0.02,NA,1,"stimulus",0,1,0,0,0
"174",38,66,"dot-motion",79,0.0050015,1,1,"stimulus",1,NA,0,0,0
"175",91,65,"dot-motion",28,0.02,1,2,"stimulus",1,NA,0,0,0
"176",53,66,"dot-motion",34,0.25,1,2,"catch trial",0,NA,0,0,0
"177",87,65,"dot-motion",89,2.25022e-06,1,1,"stimulus",0,NA,0,0,0
"178",11,65,"dot-motion",41,0.0300015,NA,2,"stimulus",0,NA,0,0,0
"179",2,66,"dot-motion",81,0.0150015,1,2,"stimulus",0,NA,0,0,0
"180",30,66,"dot-motion",87,0.00750075,1,3,"stimulus",1,1,0,0,0
"181",37,65,"dot-motion",87,0.008003,1,4,"stimulus",0,NA,0,0,0
"182",38,65,"dot-motion",81,0.0025015,1,1,"stimulus",1,NA,0,0,0
"183",25,65,"dot-motion",29,0.025,1,1,"stimulus",1,NA,0,0,0
"184",91,66,"dot-motion",30,0.25,1,4,"catch trial",0,NA,0,0,0
"185",87,66,"dot-motion",91,1.50015e-06,NA,1,"stimulus",1,1,0,0,0
"186",53,66,"dot-motion",36,0.0250015,NA,1,"stimulus",1,1,0,0,0
"187",11,66,"dot-motion",43,0.25,1,4,"catch trial",0,NA,0,0,0
"188",2,65,"dot-motion",83,0.0125015,1,3,"stimulus",0,NA,0,0,0
"189",38,66,"dot-motion",83,0.00250225,1,1,"stimulus",0,NA,0,0,0
"190",30,66,"dot-motion",89,0.0175023,1,2,"stimulus",0,1,0,0,0
"191",37,65,"dot-motion",89,0.00750225,1,3,"stimulus",1,NA,0,0,0
"192",25,65,"dot-motion",31,0.0350015,1,1,"stimulus",0,1,0,0,0
"193",91,65,"dot-motion",32,0.015,1,1,"stimulus",1,NA,0,0,0
"194",87,66,"dot-motion",93,0.00750225,1,4,"stimulus",1,1,0,0,0
"195",53,65,"dot-motion",38,0.02,1,3,"stimulus",0,NA,0,0,0
"196",11,66,"dot-motion",45,0.045003,1,3,"stimulus",0,1,0,0,0
"197",2,65,"dot-motion",85,0.010003,1,1,"stimulus",1,NA,0,0,0
"198",30,66,"dot-motion",91,0.0150023,1,4,"stimulus",0,NA,0,0,0
"199",38,65,"dot-motion",85,0.25,1,4,"catch trial",0,NA,0,0,0
"200",37,65,"dot-motion",91,0.007003,1,4,"stimulus",0,NA,0,0,0
"201",87,66,"dot-motion",95,0.00500225,1,4,"stimulus",1,NA,0,0,0
"202",91,65,"dot-motion",34,0.02,1,4,"stimulus",0,NA,0,0,0
"203",25,66,"dot-motion",33,0.02,NA,2,"stimulus",1,1,0,0,0
"204",53,66,"dot-motion",40,0.015,1,3,"stimulus",0,NA,0,0,0
"205",2,65,"dot-motion",87,0.0100015,1,2,"stimulus",0,NA,0,0,0
"206",11,66,"dot-motion",47,0.01,1,2,"stimulus",1,NA,0,0,0
"207",30,65,"dot-motion",93,0.0125023,1,4,"stimulus",0,NA,0,0,0
"208",38,65,"dot-motion",87,2.25022e-06,NA,1,"stimulus",0,1,0,0,0
"209",37,66,"dot-motion",93,0.00500225,1,3,"stimulus",1,NA,0,0,0
"210",91,65,"dot-motion",36,0.01,1,1,"stimulus",1,NA,0,0,0
"211",2,65,"dot-motion",89,0.0075015,NA,2,"stimulus",0,1,0,0,0
"212",53,66,"dot-motion",42,0.01,NA,2,"stimulus",0,1,0,0,0
"213",25,66,"dot-motion",35,0.0350015,1,3,"stimulus",1,1,0,0,0
"214",11,66,"dot-motion",49,0.25,1,4,"catch trial",0,NA,0,0,0
"215",87,66,"dot-motion",97,0.00250225,NA,1,"stimulus",1,1,0,0,0
"216",30,65,"dot-motion",95,0.0100022,1,4,"stimulus",0,NA,0,0,0
"217",38,66,"dot-motion",89,0.007503,1,4,"stimulus",0,1,0,0,0
"218",37,65,"dot-motion",95,0.00250225,NA,1,"stimulus",1,1,0,0,0
"219",2,66,"dot-motion",91,0.25,1,4,"catch trial",0,NA,0,0,0
"220",91,65,"dot-motion",38,0.005,1,1,"stimulus",1,NA,0,0,0
"221",53,65,"dot-motion",44,0.0250015,NA,2,"stimulus",0,NA,0,0,0
"222",25,65,"dot-motion",37,0.0325015,NA,1,"stimulus",0,1,0,0,0
"223",30,66,"dot-motion",97,0.00750225,1,2,"stimulus",0,NA,0,0,0
"224",11,65,"dot-motion",51,0.042503,1,4,"stimulus",0,NA,0,0,0
"225",38,65,"dot-motion",91,0.006503,1,4,"stimulus",0,NA,0,0,0
"226",87,66,"dot-motion",99,0.010003,1,4,"stimulus",1,1,0,0,0
"227",37,66,"dot-motion",97,0.010003,1,4,"stimulus",1,1,0,0,0
"228",2,65,"dot-motion",93,0.007503,NA,2,"stimulus",1,1,0,0,0
"229",91,65,"dot-motion",40,0,1,1,"stimulus",1,NA,0,0,0
"230",53,65,"dot-motion",46,0.040003,1,1,"stimulus",0,1,0,0,0
"231",30,65,"dot-motion",99,0.00500075,NA,1,"stimulus",1,1,0,0,0
"232",87,66,"dot-motion",101,0,1,1,"stimulus",0,NA,0,0,0
"233",25,65,"dot-motion",39,0.0325015,NA,1,"stimulus",1,1,0,0,0
"234",38,65,"dot-motion",93,1.50015e-06,1,1,"stimulus",1,NA,0,0,0
"235",11,66,"dot-motion",53,0.040003,1,3,"stimulus",0,NA,0,0,0
"236",37,66,"dot-motion",99,0.006003,1,4,"stimulus",0,NA,0,0,0
"237",2,65,"dot-motion",95,0.0150038,1,2,"stimulus",1,1,0,0,0
"238",91,66,"dot-motion",42,0,1,2,"stimulus",1,NA,0,0,0
"239",53,66,"dot-motion",48,0.037503,NA,2,"stimulus",0,1,0,0,0
"240",58,65,"dot-motion",33,0.025,1,3,"stimulus",1,NA,0,0,0
"241",87,66,"dot-motion",103,0.009003,NA,1,"stimulus",1,1,0,0,0
"242",30,65,"dot-motion",101,0.25,1,4,"catch trial",0,NA,0,0,0
"243",38,66,"dot-motion",95,0.005503,1,4,"stimulus",0,NA,0,0,0
"244",25,65,"dot-motion",41,0.0400022,1,4,"stimulus",0,1,0,0,0
"245",37,66,"dot-motion",101,0.005003,1,2,"stimulus",0,NA,0,0,0
"246",11,65,"dot-motion",55,0.037503,1,4,"stimulus",0,NA,0,0,0
"247",2,65,"dot-motion",97,0.0140037,1,3,"stimulus",1,NA,0,0,0
"248",58,66,"dot-motion",35,0.02,1,3,"stimulus",1,NA,0,0,0
"249",91,65,"dot-motion",44,0.015,1,3,"stimulus",0,NA,0,0,0
"250",53,66,"dot-motion",50,0.0325022,1,2,"stimulus",1,1,0,0,0
"251",30,65,"dot-motion",103,0.0125015,1,2,"stimulus",1,1,0,0,0
"252",87,66,"dot-motion",105,0,NA,1,"stimulus",0,1,0,0,0
"253",38,65,"dot-motion",97,0.004503,1,3,"stimulus",0,NA,0,0,0
"254",25,66,"dot-motion",43,0.0375023,NA,1,"stimulus",0,1,0,0,0
"255",37,66,"dot-motion",103,0.004003,1,3,"stimulus",0,NA,0,0,0
"256",2,65,"dot-motion",99,0.0130038,1,2,"stimulus",1,NA,0,0,0
"257",11,65,"dot-motion",57,0.035003,1,4,"stimulus",0,NA,0,0,0
"258",91,65,"dot-motion",46,0,1,1,"stimulus",1,NA,0,0,0
"259",58,66,"dot-motion",37,0.015,1,4,"stimulus",1,NA,0,0,0
"260",53,66,"dot-motion",52,0.0300022,1,2,"stimulus",1,NA,0,0,0
"261",30,66,"dot-motion",105,0.25,1,4,"catch trial",0,NA,0,0,0
"262",87,66,"dot-motion",107,0.00750075,1,4,"stimulus",0,1,0,0,0
"263",38,66,"dot-motion",99,0,1,2,"stimulus",1,NA,0,0,0
"264",37,65,"dot-motion",105,0.003003,1,2,"stimulus",0,NA,0,0,0
"265",25,65,"dot-motion",45,0.0400022,1,4,"stimulus",1,1,0,0,0
"266",58,65,"dot-motion",39,0.01,1,2,"stimulus",1,NA,0,0,0
"267",91,65,"dot-motion",48,0.01,1,3,"stimulus",0,NA,0,0,0
"268",53,65,"dot-motion",54,0.0275022,1,3,"stimulus",1,NA,0,0,0
"269",2,65,"dot-motion",101,0.0150023,1,2,"stimulus",0,1,0,0,0
"270",11,65,"dot-motion",59,0.032503,1,3,"stimulus",0,NA,0,0,0
"271",30,66,"dot-motion",107,0.0115015,NA,3,"stimulus",1,1,0,0,0
"272",87,65,"dot-motion",109,0.00650075,1,3,"stimulus",0,NA,0,0,0
"273",38,66,"dot-motion",101,0,1,2,"stimulus",1,NA,0,0,0
"274",37,66,"dot-motion",107,0.002003,1,3,"stimulus",0,NA,0,0,0
"275",53,66,"dot-motion",56,0.0250023,1,2,"stimulus",1,NA,0,0,0
"276",2,66,"dot-motion",103,0.0125023,1,2,"stimulus",0,NA,0,0,0
"277",25,66,"dot-motion",47,0.25,1,4,"catch trial",0,NA,0,0,0
"278",11,66,"dot-motion",61,0.030003,1,3,"stimulus",0,NA,0,0,0
"279",91,66,"dot-motion",50,0.005,NA,1,"stimulus",0,1,0,0,0
"280",30,65,"dot-motion",109,0.00500225,1,3,"stimulus",0,NA,0,0,0
"281",87,66,"dot-motion",111,0.0120033,1,3,"stimulus",1,1,0,0,0
"282",38,65,"dot-motion",103,0,NA,1,"stimulus",1,1,0,0,0
"283",37,65,"dot-motion",109,0.001003,1,1,"stimulus",0,NA,0,0,0
"284",2,66,"dot-motion",105,0.0120038,1,1,"stimulus",1,NA,0,0,0
"285",91,65,"dot-motion",52,0,NA,2,"stimulus",1,1,0,0,0
"286",53,66,"dot-motion",58,0.0225023,1,4,"stimulus",1,NA,0,0,0
"287",25,65,"dot-motion",49,0.045003,NA,3,"stimulus",0,NA,0,0,0
"288",11,66,"dot-motion",63,0.027503,1,3,"stimulus",0,NA,0,0,0
"289",30,65,"dot-motion",111,0.0145018,NA,1,"stimulus",1,NA,0,0,0
"290",87,65,"dot-motion",113,0.00550075,1,3,"stimulus",0,NA,0,0,0
"291",38,66,"dot-motion",105,0.00750075,1,4,"stimulus",1,1,0,0,0
"292",37,65,"dot-motion",111,3.0003e-06,NA,1,"stimulus",0,1,0,0,0
"293",2,65,"dot-motion",107,0.0100022,NA,1,"stimulus",0,1,0,0,0
"294",91,66,"dot-motion",54,0.0150015,1,3,"stimulus",1,1,0,0,0
"295",53,65,"dot-motion",60,0.0200022,NA,3,"stimulus",1,1,0,0,0
"296",58,65,"dot-motion",41,0.025,1,2,"stimulus",0,NA,0,0,0
"297",11,66,"dot-motion",65,0.005,NA,1,"stimulus",1,1,0,0,0
"298",25,66,"dot-motion",51,0.0375023,1,1,"stimulus",1,NA,0,0,0
"299",30,65,"dot-motion",113,0.00250225,1,2,"stimulus",0,NA,0,0,0
"300",87,65,"dot-motion",115,0.00450075,1,3,"stimulus",0,NA,0,0,0
"301",38,65,"dot-motion",107,0.00500075,1,4,"stimulus",1,NA,0,0,0
"302",37,66,"dot-motion",113,0.0030033,1,3,"stimulus",0,1,0,0,0
"303",2,65,"dot-motion",109,0.017503,1,1,"stimulus",0,1,0,0,0
"304",53,66,"dot-motion",62,0.0450037,1,2,"stimulus",0,1,0,0,0
"305",91,66,"dot-motion",56,0.0200015,1,3,"stimulus",0,1,0,0,0
"306",58,65,"dot-motion",43,0.02,1,2,"stimulus",0,NA,0,0,0
"307",11,66,"dot-motion",67,0.25,1,4,"catch trial",0,NA,0,0,0
"308",87,65,"dot-motion",117,0.0110033,1,4,"stimulus",1,NA,0,0,0
"309",30,66,"dot-motion",115,2.25022e-06,NA,1,"stimulus",0,1,0,0,0
"310",25,65,"dot-motion",53,0.0350023,1,2,"stimulus",1,NA,0,0,0
"311",38,66,"dot-motion",109,0.25,1,4,"catch trial",0,NA,0,0,0
"312",37,65,"dot-motion",115,0.25,1,4,"catch trial",0,NA,0,0,0
"313",2,65,"dot-motion",111,0.0110038,1,1,"stimulus",1,NA,0,0,0
"314",91,65,"dot-motion",58,0.25,1,4,"catch trial",0,NA,0,0,0
"315",58,66,"dot-motion",45,0.015,1,1,"stimulus",0,NA,0,0,0
"316",11,65,"dot-motion",69,0.025003,1,2,"stimulus",0,NA,0,0,0
"317",30,66,"dot-motion",117,0.0175021,1,2,"stimulus",1,1,0,0,0
"318",87,66,"dot-motion",119,0.00350075,1,4,"stimulus",0,NA,0,0,0
"319",25,66,"dot-motion",55,0.0325022,1,3,"stimulus",1,NA,0,0,0
"320",38,66,"dot-motion",111,0.25,1,4,"catch trial",0,NA,0,0,0
"321",37,65,"dot-motion",117,0.0020033,1,2,"stimulus",0,NA,0,0,0
"322",2,65,"dot-motion",113,0.0100038,1,2,"stimulus",1,NA,0,0,0
"323",53,65,"dot-motion",64,0.027503,1,2,"stimulus",1,1,0,0,0
"324",61,65,"dot-motion",23,0.025,1,3,"stimulus",0,NA,0,0,0
"325",58,65,"dot-motion",47,0.005,1,1,"stimulus",1,NA,0,0,0
"326",91,65,"dot-motion",60,0.0125015,1,1,"stimulus",1,NA,0,0,0
"327",30,66,"dot-motion",119,0.007503,1,1,"stimulus",0,1,0,0,0
"328",11,66,"dot-motion",71,0.022503,1,3,"stimulus",0,NA,0,0,0
"329",87,65,"dot-motion",121,0.0100033,1,4,"stimulus",1,NA,0,0,0
"330",38,65,"dot-motion",113,0.25,1,4,"catch trial",0,NA,0,0,0
"331",37,66,"dot-motion",119,0.009003,1,4,"stimulus",1,NA,0,0,0
"332",2,66,"dot-motion",115,0.016503,1,2,"stimulus",0,NA,0,0,0
