"","ID","key_press","trial_type","trial_index","control_level","correct","confidence_level","test_part","staircase","reverse","staircaseA","staircaseB","average_thre"
"4426",8,66,"dot-motion",99,0,1,4,"stimulus",1,NA,0,0,0
"4427",55,65,"dot-motion",116,0.0518047,NA,3,"stimulus",0,1,0,0,0
"4428",75,NA,"score trial",0,0,NA,0,"score trial",0,NA,0.126552,0.0761272,0.101339
"4429",75,65,"dot-motion",264,0.129712,NA,4,"stimulus",0,1,0,0,0
"4430",67,66,"dot-motion",81,0.0125023,1,4,"stimulus",1,NA,0,0,0
"4431",64,65,"dot-motion",113,0.00750075,1,4,"stimulus",1,1,0,0,0
"4432",43,65,"dot-motion",127,0.002503,1,1,"stimulus",0,NA,0,0,0
"4433",21,66,"dot-motion",126,0.0490055,NA,1,"stimulus",1,1,0,0,0
"4434",8,66,"dot-motion",101,0.00250225,1,4,"stimulus",0,NA,0,0,0
"4435",55,66,"dot-motion",118,0.0355036,NA,3,"stimulus",1,NA,0,0,0
"4436",67,66,"dot-motion",83,0.0100022,1,4,"stimulus",1,NA,0,0,0
"4437",43,66,"dot-motion",129,0.010503,NA,1,"stimulus",1,1,0,0,0
"4438",64,65,"dot-motion",115,0.00650075,1,4,"stimulus",1,NA,0,0,0
"4439",8,65,"dot-motion",103,0,1,2,"stimulus",1,NA,0,0,0
"4440",55,66,"dot-motion",120,0.0385039,1,3,"stimulus",1,1,0,0,0
"4441",43,65,"dot-motion",131,0.001503,1,1,"stimulus",0,NA,0,0,0
"4442",21,66,"dot-motion",128,0.0633066,NA,2,"stimulus",0,1,0,0,0
"4443",67,66,"dot-motion",85,0.00750075,1,4,"stimulus",0,1,0,0,0
"4444",64,65,"dot-motion",117,0.00550075,1,4,"stimulus",1,NA,0,0,0
"4445",27,65,"dot-motion",195,0.0063039,1,2,"stimulus",1,NA,0,0,0
"4446",8,65,"dot-motion",105,0.25,1,4,"catch trial",0,NA,0,0,0
"4447",43,65,"dot-motion",133,0.0135033,1,2,"stimulus",1,1,0,0,0
"4448",55,65,"dot-motion",122,0.0375039,NA,4,"stimulus",1,1,0,0,0
"4449",67,65,"dot-motion",87,0.00750225,1,4,"stimulus",1,NA,0,0,0
"4450",21,66,"dot-motion",130,0.0520058,1,3,"stimulus",1,1,0,0,0
"4451",64,66,"dot-motion",119,0.00750075,1,4,"stimulus",0,1,0,0,0
"4452",8,66,"dot-motion",107,0.25,1,4,"catch trial",0,NA,0,0,0
"4453",27,65,"dot-motion",197,0.0055033,1,4,"stimulus",0,1,0,0,0
"4454",43,66,"dot-motion",135,0.0125033,1,3,"stimulus",1,NA,0,0,0
"4455",55,65,"dot-motion",124,0.0405042,1,2,"stimulus",1,1,0,0,0
"4456",67,65,"dot-motion",89,0.00500075,NA,2,"stimulus",0,1,0,0,0
"4457",21,66,"dot-motion",132,0.0510059,1,2,"stimulus",1,NA,0,0,0
"4458",64,66,"dot-motion",121,0.00650075,1,4,"stimulus",0,NA,0,0,0
"4459",8,66,"dot-motion",109,0,NA,4,"stimulus",1,1,0,0,0
"4460",43,65,"dot-motion",137,0.000503,NA,2,"stimulus",0,1,0,0,0
"4461",27,66,"dot-motion",199,0.0045033,NA,2,"stimulus",0,1,0,0,0
"4462",55,65,"dot-motion",126,0.0395042,NA,4,"stimulus",1,1,0,0,0
"4463",67,65,"dot-motion",91,0.00500225,1,4,"stimulus",1,NA,0,0,0
"4464",8,66,"dot-motion",111,0.25,1,4,"catch trial",0,NA,0,0,0
"4465",64,66,"dot-motion",123,0.00550075,1,4,"stimulus",0,NA,0,0,0
"4466",21,66,"dot-motion",134,0.0500058,1,3,"stimulus",1,NA,0,0,0
"4467",43,66,"dot-motion",139,0.0115033,1,3,"stimulus",1,NA,0,0,0
"4468",67,66,"dot-motion",93,0.00250225,NA,1,"stimulus",1,1,0,0,0
"4469",6,66,"dot-motion",103,0.025,1,3,"stimulus",1,NA,0,0,0
"4470",55,66,"dot-motion",128,0.0401043,NA,4,"stimulus",1,NA,0,0,0
"4471",8,66,"dot-motion",113,0.00750075,1,4,"stimulus",1,1,0,0,0
"4472",27,65,"dot-motion",201,0.0075036,NA,3,"stimulus",0,NA,0,0,0
"4473",43,65,"dot-motion",141,0.0035033,NA,1,"stimulus",0,NA,0,0,0
"4474",64,66,"dot-motion",125,0.00450075,1,4,"stimulus",1,NA,0,0,0
"4475",21,66,"dot-motion",136,0.0490059,NA,2,"stimulus",1,1,0,0,0
"4476",67,66,"dot-motion",95,0.0125015,1,4,"stimulus",0,1,0,0,0
"4477",8,65,"dot-motion",115,0.00650075,1,4,"stimulus",1,NA,0,0,0
"4478",27,65,"dot-motion",203,0.0061039,1,2,"stimulus",1,NA,0,0,0
"4479",43,65,"dot-motion",143,0.0105033,1,2,"stimulus",1,NA,0,0,0
"4480",6,66,"dot-motion",105,0.02,1,4,"stimulus",1,NA,0,0,0
"4481",55,65,"dot-motion",130,0.0407043,NA,4,"stimulus",1,NA,0,0,0
"4482",64,65,"dot-motion",127,0.00450075,1,4,"stimulus",0,NA,0,0,0
"4483",97,66,"dot-motion",43,0.025,NA,4,"stimulus",1,NA,0,0,0
"4484",21,66,"dot-motion",138,0.0520062,NA,2,"stimulus",1,NA,0,0,0
"4485",43,66,"dot-motion",145,0.0065036,1,2,"stimulus",0,1,0,0,0
"4486",67,65,"dot-motion",97,0.010003,1,3,"stimulus",1,1,0,0,0
"4487",8,66,"dot-motion",117,2.25022e-06,NA,3,"stimulus",0,1,0,0,0
"4488",27,66,"dot-motion",205,0.25,1,4,"catch trial",0,NA,0,0,0
"4489",64,66,"dot-motion",129,0.00350075,1,4,"stimulus",0,NA,0,0,0
"4490",55,65,"dot-motion",132,0.25,1,3,"catch trial",0,NA,0,0,0
"4491",97,65,"dot-motion",45,0.0400015,NA,3,"stimulus",1,NA,0,0,0
"4492",6,65,"dot-motion",107,0.015,NA,4,"stimulus",1,1,0,0,0
"4493",8,66,"dot-motion",119,0.007503,1,4,"stimulus",0,1,0,0,0
"4494",43,66,"dot-motion",147,0.0055036,1,2,"stimulus",0,NA,0,0,0
"4495",67,65,"dot-motion",99,0.0115015,1,4,"stimulus",0,NA,0,0,0
"4496",27,65,"dot-motion",207,0.0105039,1,4,"stimulus",0,1,0,0,0
"4497",21,66,"dot-motion",140,0.0550065,NA,3,"stimulus",1,NA,0,0,0
"4498",97,65,"dot-motion",47,0.055003,NA,2,"stimulus",1,NA,0,0,0
"4499",64,66,"dot-motion",131,0.00350075,1,4,"stimulus",1,NA,0,0,0
"4500",28,66,"dot-motion",23,0.025,1,4,"stimulus",1,NA,0,0,0
"4501",55,NA,"score trial",0,0,NA,0,"score trial",0,NA,0.0507644,0.0394641,0.0451143
"4502",55,66,"dot-motion",134,0.0413044,1,4,"stimulus",1,1,0,0,0
"4503",8,66,"dot-motion",121,0.25,1,4,"catch trial",0,NA,0,0,0
"4504",43,65,"dot-motion",149,0.0095033,NA,1,"stimulus",1,1,0,0,0
"4505",67,65,"dot-motion",101,0.0105015,1,4,"stimulus",0,NA,0,0,0
"4506",6,65,"dot-motion",109,0.0300015,1,4,"stimulus",1,1,0,0,0
"4507",27,66,"dot-motion",209,0.0095039,1,4,"stimulus",0,NA,0,0,0
"4508",40,65,"dot-motion",43,0.025,NA,3,"stimulus",0,NA,0,0,0
"4509",21,65,"dot-motion",142,0.0580068,1,1,"stimulus",1,1,0,0,0
"4510",64,66,"dot-motion",133,0.00250075,1,4,"stimulus",0,NA,0,0,0
"4511",43,65,"dot-motion",151,0.0125036,1,3,"stimulus",1,1,0,0,0
"4512",28,65,"dot-motion",25,0.02,1,3,"stimulus",1,NA,0,0,0
"4513",8,66,"dot-motion",123,0.006503,1,4,"stimulus",0,NA,0,0,0
"4514",97,65,"dot-motion",49,0.025,NA,1,"stimulus",0,NA,0,0,0
"4515",67,65,"dot-motion",103,0.0095015,1,4,"stimulus",0,NA,0,0,0
"4516",6,65,"dot-motion",111,0.0275015,1,4,"stimulus",1,NA,0,0,0
"4517",27,66,"dot-motion",211,0.0085039,NA,2,"stimulus",0,1,0,0,0
"4518",40,66,"dot-motion",45,0.025,NA,3,"stimulus",1,NA,0,0,0
"4519",21,65,"dot-motion",144,0.0578067,1,1,"stimulus",1,NA,0,0,0
"4520",43,65,"dot-motion",153,0.0045036,1,1,"stimulus",0,NA,0,0,0
"4521",8,65,"dot-motion",125,0.00550075,1,4,"stimulus",1,NA,0,0,0
"4522",64,65,"dot-motion",135,0.00150075,1,3,"stimulus",0,NA,0,0,0
"4523",28,66,"dot-motion",27,0.015,1,3,"stimulus",1,NA,0,0,0
"4524",67,65,"dot-motion",105,0.009003,1,4,"stimulus",1,NA,0,0,0
"4525",97,65,"dot-motion",51,0.0400015,NA,2,"stimulus",0,NA,0,0,0
"4526",6,65,"dot-motion",113,0.0250015,1,4,"stimulus",1,NA,0,0,0
"4527",27,66,"dot-motion",213,0.0059039,NA,2,"stimulus",1,1,0,0,0
"4528",21,65,"dot-motion",146,0.0576067,1,3,"stimulus",1,NA,0,0,0
"4529",40,65,"dot-motion",47,0.0400015,1,1,"stimulus",0,1,0,0,0
"4530",43,66,"dot-motion",155,0.25,1,4,"catch trial",0,NA,0,0,0
"4531",8,65,"dot-motion",127,0.00450075,1,4,"stimulus",1,NA,0,0,0
"4532",64,65,"dot-motion",137,0.00250075,1,3,"stimulus",1,NA,0,0,0
"4533",67,66,"dot-motion",107,0.008003,1,4,"stimulus",1,NA,0,0,0
"4534",28,65,"dot-motion",29,0.025,1,2,"stimulus",0,NA,0,0,0
"4535",97,66,"dot-motion",53,0.055003,1,3,"stimulus",0,1,0,0,0
"4536",6,66,"dot-motion",115,0.0225015,NA,4,"stimulus",1,1,0,0,0
"4537",27,66,"dot-motion",215,0.0115042,1,3,"stimulus",0,1,0,0,0
"4538",43,65,"dot-motion",157,0.0115036,1,1,"stimulus",1,NA,0,0,0
"4539",8,65,"dot-motion",129,0.00350075,1,4,"stimulus",1,NA,0,0,0
"4540",21,65,"dot-motion",148,0.0574067,1,2,"stimulus",1,NA,0,0,0
"4541",67,65,"dot-motion",109,0.007003,1,4,"stimulus",1,NA,0,0,0
"4542",64,66,"dot-motion",139,0.00050075,1,2,"stimulus",0,NA,0,0,0
"4543",28,65,"dot-motion",31,0.02,1,4,"stimulus",0,NA,0,0,0
"4544",97,66,"dot-motion",55,0.0700045,1,3,"stimulus",1,1,0,0,0
"4545",27,65,"dot-motion",217,0.0113042,1,3,"stimulus",0,NA,0,0,0
"4546",43,65,"dot-motion",159,0.0035036,NA,1,"stimulus",0,1,0,0,0
"4547",8,66,"dot-motion",131,0.005503,1,4,"stimulus",0,NA,0,0,0
"4548",40,66,"dot-motion",49,0.0350015,NA,1,"stimulus",0,1,0,0,0
"4549",21,66,"dot-motion",150,0.25,1,2,"catch trial",0,NA,0,0,0
"4550",67,66,"dot-motion",111,0.0085015,1,4,"stimulus",0,NA,0,0,0
"4551",6,65,"dot-motion",117,0.025,NA,4,"stimulus",0,NA,0,0,0
"4552",64,66,"dot-motion",141,0.00150075,1,2,"stimulus",1,NA,0,0,0
"4553",28,65,"dot-motion",33,0.01,NA,1,"stimulus",1,1,0,0,0
"4554",27,65,"dot-motion",219,0.0111042,1,2,"stimulus",0,NA,0,0,0
"4555",43,66,"dot-motion",161,0.0065039,1,3,"stimulus",0,1,0,0,0
"4556",8,65,"dot-motion",133,0.00250075,1,4,"stimulus",1,NA,0,0,0
"4557",97,66,"dot-motion",57,0.050003,NA,4,"stimulus",0,1,0,0,0
"4558",40,65,"dot-motion",51,0.0400015,NA,3,"stimulus",1,NA,0,0,0
"4559",6,65,"dot-motion",119,0.0400015,1,4,"stimulus",0,1,0,0,0
"4560",28,66,"dot-motion",35,0.015,1,2,"stimulus",0,NA,0,0,0
"4561",21,66,"dot-motion",152,0.0572067,1,2,"stimulus",1,NA,0,0,0
"4562",67,66,"dot-motion",113,0.0075015,1,2,"stimulus",0,NA,0,0,0
"4563",64,65,"dot-motion",143,0,NA,1,"stimulus",0,1,0,0,0
"4564",43,66,"dot-motion",163,0.0105036,1,3,"stimulus",1,NA,0,0,0
"4565",8,65,"dot-motion",135,0.004503,1,4,"stimulus",0,NA,0,0,0
"4566",27,65,"dot-motion",221,0.0109042,1,3,"stimulus",0,NA,0,0,0
"4567",97,66,"dot-motion",59,0.0650045,NA,2,"stimulus",1,1,0,0,0
"4568",21,65,"dot-motion",154,0.0570068,1,2,"stimulus",1,NA,0,0,0
"4569",28,65,"dot-motion",37,0.01,NA,1,"stimulus",0,1,0,0,0
"4570",40,65,"dot-motion",53,0.0425023,1,3,"stimulus",0,1,0,0,0
"4571",6,65,"dot-motion",121,0.0300022,NA,4,"stimulus",1,NA,0,0,0
"4572",64,66,"dot-motion",145,0.00050075,1,2,"stimulus",1,NA,0,0,0
"4573",67,65,"dot-motion",115,0.25,1,4,"catch trial",0,NA,0,0,0
"4574",43,65,"dot-motion",165,0.0055039,NA,1,"stimulus",0,1,0,0,0
"4575",8,66,"dot-motion",137,0.00150075,NA,2,"stimulus",1,1,0,0,0
"4576",27,66,"dot-motion",223,0.0107042,1,4,"stimulus",0,NA,0,0,0
"4577",97,66,"dot-motion",61,0.0575037,1,3,"stimulus",0,1,0,0,0
"4578",28,66,"dot-motion",39,0.0250015,1,1,"stimulus",1,1,0,0,0
"4579",40,65,"dot-motion",55,0.0400022,1,3,"stimulus",0,NA,0,0,0
"4580",6,65,"dot-motion",123,0.0350015,1,4,"stimulus",0,NA,0,0,0
"4581",43,66,"dot-motion",167,0.0085042,NA,1,"stimulus",0,NA,0,0,0
"4582",64,65,"dot-motion",147,0,NA,2,"stimulus",1,1,0,0,0
"4583",21,NA,"score trial",0,0,NA,0,"score trial",0,NA,0.0590659,0.0529662,0.056016
"4584",21,66,"dot-motion",156,0.0568068,NA,1,"stimulus",1,1,0,0,0
"4585",8,65,"dot-motion",139,0.00450105,1,4,"stimulus",1,1,0,0,0
"4586",67,65,"dot-motion",117,0.006003,1,2,"stimulus",1,NA,0,0,0
"4587",27,66,"dot-motion",225,0.0105042,1,4,"stimulus",0,NA,0,0,0
"4588",28,66,"dot-motion",41,0.0225015,NA,1,"stimulus",1,1,0,0,0
"4589",43,65,"dot-motion",169,0.0095036,1,2,"stimulus",1,NA,0,0,0
"4590",40,66,"dot-motion",57,0.0375023,1,3,"stimulus",0,NA,0,0,0
"4591",97,66,"dot-motion",63,0.0725053,NA,4,"stimulus",1,NA,0,0,0
"4592",8,66,"dot-motion",141,0.00350105,1,4,"stimulus",1,NA,0,0,0
"4593",6,65,"dot-motion",125,0.0300015,1,4,"stimulus",0,NA,0,0,0
"4594",67,65,"dot-motion",119,0.25,1,4,"catch trial",0,NA,0,0,0
"4595",27,65,"dot-motion",227,0.0103042,1,4,"stimulus",0,NA,0,0,0
"4596",64,66,"dot-motion",149,0.0030003,1,4,"stimulus",1,1,0,0,0
"4597",97,66,"dot-motion",65,0.080006,1,4,"stimulus",1,1,0,0,0
"4598",28,66,"dot-motion",43,0.0250015,1,2,"stimulus",0,1,0,0,0
"4599",43,66,"dot-motion",171,0.25,1,4,"catch trial",0,NA,0,0,0
"4600",40,65,"dot-motion",59,0.055003,NA,3,"stimulus",1,NA,0,0,0
"4601",8,66,"dot-motion",143,0.00250105,1,4,"stimulus",1,NA,0,0,0
"4602",27,66,"dot-motion",229,0.0101042,1,3,"stimulus",0,NA,0,0,0
"4603",67,65,"dot-motion",121,0.0065015,1,4,"stimulus",0,NA,0,0,0
"4604",6,66,"dot-motion",127,0.0250015,NA,4,"stimulus",0,1,0,0,0
"4605",64,65,"dot-motion",151,0.0030003,1,4,"stimulus",0,1,0,0,0
"4606",43,65,"dot-motion",173,0.0115045,1,4,"stimulus",0,1,0,0,0
"4607",28,65,"dot-motion",45,0.0300022,NA,1,"stimulus",1,NA,0,0,0
"4608",27,66,"dot-motion",231,0.0099042,1,4,"stimulus",0,NA,0,0,0
"4609",8,65,"dot-motion",145,0.003503,1,4,"stimulus",0,NA,0,0,0
"4610",97,66,"dot-motion",67,0.0550038,1,3,"stimulus",0,NA,0,0,0
"4611",67,66,"dot-motion",123,0.0055015,1,4,"stimulus",0,NA,0,0,0
"4612",40,65,"dot-motion",61,0.25,1,3,"catch trial",0,NA,0,0,0
"4613",6,66,"dot-motion",129,0.0325022,NA,4,"stimulus",0,NA,0,0,0
"4614",64,65,"dot-motion",153,0.0020003,NA,4,"stimulus",0,1,0,0,0
"4615",43,66,"dot-motion",175,0.0085036,1,1,"stimulus",1,NA,0,0,0
"4616",27,66,"dot-motion",233,0.0097042,NA,3,"stimulus",0,1,0,0,0
"4617",27,NA,"score trial",0,0,NA,0,"score trial",0,NA,0.0089439,0.00518366,0.00706378
"4618",28,66,"dot-motion",47,0.037503,1,3,"stimulus",1,1,0,0,0
"4619",40,65,"dot-motion",63,0.0700045,1,3,"stimulus",1,1,0,0,0
"4620",8,66,"dot-motion",147,0.00150105,NA,2,"stimulus",1,1,0,0,0
"4621",67,66,"dot-motion",125,0.005003,1,1,"stimulus",1,NA,0,0,0
"4622",97,66,"dot-motion",69,0.077506,NA,2,"stimulus",1,1,0,0,0
"4623",43,65,"dot-motion",177,0.0113045,1,3,"stimulus",0,NA,0,0,0
"4624",6,65,"dot-motion",131,0.25,NA,4,"catch trial",0,NA,0,0,0
"4625",28,65,"dot-motion",49,0.25,1,4,"catch trial",0,NA,0,0,0
"4626",64,65,"dot-motion",155,0.0050006,NA,2,"stimulus",0,NA,0,0,0
"4627",8,66,"dot-motion",149,0.002503,NA,2,"stimulus",0,1,0,0,0
"4628",97,65,"dot-motion",71,0.25,1,3,"catch trial",0,NA,0,0,0
"4629",67,66,"dot-motion",127,0.004003,NA,1,"stimulus",1,1,0,0,0
"4630",43,65,"dot-motion",179,0.0111045,1,2,"stimulus",0,NA,0,0,0
"4631",28,66,"dot-motion",51,0.0225015,1,4,"stimulus",0,NA,0,0,0
"4632",6,65,"dot-motion",133,0.037503,NA,4,"stimulus",1,NA,0,0,0
"4633",8,66,"dot-motion",151,0.0055033,1,4,"stimulus",0,1,0,0,0
"4634",64,66,"dot-motion",157,0.0080009,1,4,"stimulus",0,1,0,0,0
"4635",67,66,"dot-motion",129,0.0045015,1,4,"stimulus",0,NA,0,0,0
"4636",43,66,"dot-motion",181,0.0109045,1,2,"stimulus",0,NA,0,0,0
"4637",97,65,"dot-motion",73,0.0850068,1,4,"stimulus",1,1,0,0,0
"4638",28,65,"dot-motion",53,0.0200015,1,3,"stimulus",0,NA,0,0,0
"4639",8,66,"dot-motion",153,0.0045033,1,4,"stimulus",0,NA,0,0,0
"4640",6,65,"dot-motion",135,0.0450037,NA,4,"stimulus",1,NA,0,0,0
"4641",64,65,"dot-motion",159,0.0020003,1,4,"stimulus",1,NA,0,0,0
"4642",67,66,"dot-motion",131,0.0035015,1,2,"stimulus",0,NA,0,0,0
"4643",43,66,"dot-motion",183,0.0075036,1,3,"stimulus",1,NA,0,0,0
"4644",8,65,"dot-motion",155,0.0035033,1,4,"stimulus",0,NA,0,0,0
"4645",6,65,"dot-motion",137,0.0525045,NA,4,"stimulus",1,NA,0,0,0
"4646",28,65,"dot-motion",55,0.035003,1,1,"stimulus",1,NA,0,0,0
"4647",97,66,"dot-motion",75,0.0525037,NA,3,"stimulus",0,1,0,0,0
"4648",67,66,"dot-motion",133,0.0070033,1,4,"stimulus",1,1,0,0,0
"4649",64,65,"dot-motion",161,0.0010003,1,4,"stimulus",1,NA,0,0,0
"4650",43,66,"dot-motion",185,0.0065036,1,1,"stimulus",1,NA,0,0,0
"4651",8,65,"dot-motion",157,0.0025033,1,4,"stimulus",0,NA,0,0,0
"4652",28,65,"dot-motion",57,0.0175015,NA,2,"stimulus",0,1,0,0,0
"4653",6,66,"dot-motion",139,0.040003,1,4,"stimulus",0,1,0,0,0
"4654",43,65,"dot-motion",187,0.0055036,1,1,"stimulus",1,NA,0,0,0
"4655",64,65,"dot-motion",163,3.0003e-07,NA,4,"stimulus",1,1,0,0,0
"4656",67,66,"dot-motion",135,0.0025015,1,1,"stimulus",0,NA,0,0,0
"4657",97,65,"dot-motion",77,0.0600045,1,2,"stimulus",0,1,0,0,0
"4658",8,65,"dot-motion",159,0.00450135,1,4,"stimulus",1,1,0,0,0
"4659",28,66,"dot-motion",59,0.0250023,NA,1,"stimulus",0,NA,0,0,0
"4660",43,65,"dot-motion",189,0.0045036,1,2,"stimulus",1,NA,0,0,0
"4661",6,65,"dot-motion",141,0.0600053,NA,4,"stimulus",1,NA,0,0,0
"4662",64,65,"dot-motion",165,0.0030006,1,4,"stimulus",1,1,0,0,0
"4663",67,65,"dot-motion",137,0.0060033,1,4,"stimulus",1,NA,0,0,0
"4664",8,65,"dot-motion",161,0.00350135,1,4,"stimulus",1,NA,0,0,0
"4665",28,66,"dot-motion",61,0.032503,1,3,"stimulus",0,1,0,0,0
"4666",43,65,"dot-motion",191,0.0107045,1,3,"stimulus",0,NA,0,0,0
"4667",97,65,"dot-motion",79,0.0575045,NA,3,"stimulus",0,1,0,0,0
"4668",8,65,"dot-motion",163,0.00250135,1,4,"stimulus",1,NA,0,0,0
"4669",6,65,"dot-motion",143,0.067506,NA,4,"stimulus",1,NA,0,0,0
"4670",64,66,"dot-motion",167,0.0070009,1,4,"stimulus",0,NA,0,0,0
"4671",67,65,"dot-motion",139,0.0050033,1,4,"stimulus",1,NA,0,0,0
"4672",43,66,"dot-motion",193,0.0105045,1,3,"stimulus",0,NA,0,0,0
"4673",28,65,"dot-motion",63,0.030003,1,3,"stimulus",0,NA,0,0,0
"4674",97,65,"dot-motion",81,0.0605048,NA,4,"stimulus",0,NA,0,0,0
"4675",8,65,"dot-motion",165,0.00150135,1,4,"stimulus",1,NA,0,0,0
"4676",64,65,"dot-motion",169,0.0060009,1,4,"stimulus",0,NA,0,0,0
"4677",6,65,"dot-motion",145,0.037503,1,4,"stimulus",0,NA,0,0,0
"4678",67,65,"dot-motion",141,0.0015015,1,2,"stimulus",0,NA,0,0,0
"4679",43,65,"dot-motion",195,0.0103045,1,3,"stimulus",0,NA,0,0,0
"4680",28,65,"dot-motion",65,0.032503,1,3,"stimulus",1,NA,0,0,0
"4681",8,65,"dot-motion",167,0.0015033,1,4,"stimulus",0,NA,0,0,0
"4682",64,65,"dot-motion",171,0.0050009,1,4,"stimulus",0,NA,0,0,0
"4683",6,65,"dot-motion",147,0.0750068,NA,4,"stimulus",1,NA,0,0,0
"4684",67,65,"dot-motion",143,0.0040033,NA,2,"stimulus",1,1,0,0,0
"4685",43,66,"dot-motion",197,0.0101045,1,3,"stimulus",0,NA,0,0,0
"4686",28,65,"dot-motion",67,0.027503,1,2,"stimulus",0,NA,0,0,0
"4687",8,66,"dot-motion",169,0.25,1,4,"catch trial",0,NA,0,0,0
"4688",64,66,"dot-motion",173,0.0040009,1,3,"stimulus",0,NA,0,0,0
"4689",97,65,"dot-motion",83,0.0825068,1,1,"stimulus",1,NA,0,0,0
"4690",43,65,"dot-motion",199,0.0035036,1,2,"stimulus",1,NA,0,0,0
"4691",6,65,"dot-motion",149,0.0825075,NA,4,"stimulus",1,NA,0,0,0
"4692",67,66,"dot-motion",145,0.0005015,NA,2,"stimulus",0,1,0,0,0
"4693",28,65,"dot-motion",69,0.030003,1,3,"stimulus",1,NA,0,0,0
"4694",8,66,"dot-motion",171,0.00050135,NA,2,"stimulus",1,1,0,0,0
"4695",64,65,"dot-motion",175,0.0020006,1,2,"stimulus",1,NA,0,0,0
"4696",43,66,"dot-motion",201,0.0025036,NA,1,"stimulus",1,1,0,0,0
"4697",97,65,"dot-motion",85,0.0635051,1,4,"stimulus",0,1,0,0,0
"4698",6,65,"dot-motion",151,0.035003,1,4,"stimulus",0,NA,0,0,0
"4699",67,66,"dot-motion",147,0.25,1,4,"catch trial",0,NA,0,0,0
"4700",28,66,"dot-motion",71,0.25,1,1,"catch trial",0,NA,0,0,0
"4701",8,65,"dot-motion",173,0.0005033,1,2,"stimulus",0,NA,0,0,0
"4702",43,65,"dot-motion",203,0.0099045,1,3,"stimulus",0,NA,0,0,0
"4703",64,65,"dot-motion",177,0.0010006,NA,2,"stimulus",1,1,0,0,0
"4704",67,65,"dot-motion",149,0.0035018,1,3,"stimulus",0,1,0,0,0
"4705",97,65,"dot-motion",87,0.0625051,1,2,"stimulus",0,NA,0,0,0
"4706",6,65,"dot-motion",153,0.0900083,1,4,"stimulus",1,1,0,0,0
"4707",28,66,"dot-motion",73,0.025003,1,1,"stimulus",0,NA,0,0,0
"4708",8,66,"dot-motion",175,0,NA,4,"stimulus",0,1,0,0,0
"4709",43,65,"dot-motion",205,0.0055039,1,3,"stimulus",1,1,0,0,0
"4710",64,65,"dot-motion",179,0.25,1,4,"catch trial",0,NA,0,0,0
"4711",67,65,"dot-motion",151,0.0070036,1,4,"stimulus",1,1,0,0,0
"4712",6,65,"dot-motion",155,0.032503,NA,4,"stimulus",0,1,0,0,0
"4713",97,66,"dot-motion",89,0.0800067,NA,3,"stimulus",1,1,0,0,0
"4714",8,65,"dot-motion",177,0.00350165,1,4,"stimulus",1,1,0,0,0
"4715",28,65,"dot-motion",75,0.022503,NA,1,"stimulus",0,1,0,0,0
"4716",43,65,"dot-motion",207,0.0053039,1,2,"stimulus",1,NA,0,0,0
"4717",64,65,"dot-motion",181,0.25,1,4,"catch trial",0,NA,0,0,0
"4718",67,66,"dot-motion",153,0.0025018,NA,1,"stimulus",0,1,0,0,0
"4719",8,65,"dot-motion",179,0.00330165,1,4,"stimulus",1,NA,0,0,0
"4720",28,66,"dot-motion",77,0.027503,1,4,"stimulus",1,NA,0,0,0
"4721",43,66,"dot-motion",209,0.25,1,4,"catch trial",0,NA,0,0,0
"4722",97,66,"dot-motion",91,0.0615051,NA,3,"stimulus",0,1,0,0,0
"4723",64,66,"dot-motion",183,0.0030009,1,2,"stimulus",0,NA,0,0,0
"4724",67,65,"dot-motion",155,0.0055021,1,4,"stimulus",0,1,0,0,0
"4725",8,65,"dot-motion",181,0.00310165,1,4,"stimulus",1,NA,0,0,0
"4726",28,66,"dot-motion",79,0.025003,1,3,"stimulus",1,NA,0,0,0
"4727",43,65,"dot-motion",211,0.25,1,4,"catch trial",0,NA,0,0,0
"4728",6,65,"dot-motion",157,0.0875083,1,4,"stimulus",1,NA,0,0,0
"4729",64,66,"dot-motion",185,0.0040009,1,4,"stimulus",1,1,0,0,0
"4730",67,66,"dot-motion",157,0.0060036,1,3,"stimulus",1,NA,0,0,0
"4731",97,65,"dot-motion",93,0.0830071,1,2,"stimulus",1,1,0,0,0
"4732",8,66,"dot-motion",183,0.0030003,1,3,"stimulus",0,1,0,0,0
"4733",43,65,"dot-motion",213,0.0097045,1,3,"stimulus",0,NA,0,0,0
"4734",28,66,"dot-motion",81,0.022503,1,3,"stimulus",1,NA,0,0,0
"4735",6,65,"dot-motion",159,0.0850082,1,4,"stimulus",1,NA,0,0,0
"4736",67,66,"dot-motion",159,0.0045021,1,4,"stimulus",0,NA,0,0,0
"4737",64,65,"dot-motion",187,0.0038009,1,4,"stimulus",1,NA,0,0,0
"4738",8,66,"dot-motion",185,0.00290165,1,3,"stimulus",1,NA,0,0,0
"4739",97,66,"dot-motion",95,0.0645054,NA,3,"stimulus",0,NA,0,0,0
"4740",43,66,"dot-motion",215,0.0095045,1,4,"stimulus",0,NA,0,0,0
"4741",28,65,"dot-motion",83,0.020003,1,2,"stimulus",1,NA,0,0,0
"4742",40,66,"dot-motion",65,0.25,1,3,"catch trial",0,NA,0,0,0
"4743",67,65,"dot-motion",161,0.0050036,NA,2,"stimulus",1,1,0,0,0
"4744",6,65,"dot-motion",161,0.0400038,1,4,"stimulus",0,1,0,0,0
